school_name,slug,acceptance,city,state,grad_rate,desirability,influence,overall_rank,sat,act,student_body,undergrad_student_body,tuition,domain
"Ateneo School of Law",ateneo-school-of-law,,,,,,4205,38220,,,,,,
"San Jacinto College",san-jacinto-college,,Pasadena,TX,0.27,,3603,38248,,,14000,14000,3000,sanjac.edu
"University of Hawaiʻi at Hilo","university-of-hawaiʻi-at-hilo",0.74,Hilo,HI,0.38,879,4304,38276,1080,20,3000,2000,8000,hawaii.edu
"Bay Path University",bay-path-university,0.78,Longmeadow,MA,0.6,264,3431,38304,1065,22,3000,2000,35000,baypath.edu
"Sinclair Community College",sinclair-community-college,,Dayton,OH,0.26,,4569,38332,,,12000,12000,4000,sinclair.edu
"Onondaga Community College",onondaga-community-college,,Syracuse,NY,0.23,,4708,38360,,,6000,6000,6000,sunyocc.edu
"Roberts Wesleyan College",roberts-wesleyan-college,0.76,Rochester,NY,0.59,1044,3532,38388,1145,22,2000,1000,32000,roberts.edu
"Lebanon Valley College",lebanon-valley-college,0.78,Annville,PA,0.75,631,3473,38416,1160,24,2000,2000,45000,lvc.edu
"Trident University International",trident-university-international,0.49,Cypress,CA,0.26,,5328,38444,,,5000,4000,9000,trident.edu
"Joliet Junior College",joliet-junior-college,,Joliet,IL,0.18,,3178,38472,,,9000,9000,13000,jjc.edu
"Southeastern Baptist Theological Seminary",southeastern-baptist-theological-seminary,,,,,,3790,38500,,,,,,
"Hope International University",hope-international-university,0.38,Fullerton,CA,0.49,117,4753,38528,990,19,1000,1000,33000,hiu.edu
"Belmont Abbey College",belmont-abbey-college,0.8,Belmont,NC,0.46,285,3725,38556,1095,22,1000,1000,19000,belmontabbeycollege.edu
"University of Mississippi Medical Center School of Dentistry",university-of-mississippi-medical-center-school-of-dentistry,,,,,,3153,38584,,,,,,
"Malcolm X College",malcolm-x-college,,Chicago,IL,0.23,,3087,38612,,,5000,5000,9000,ccc.edu
"Hastings College",hastings-college,0.66,Hastings,NE,0.6,717,3299,38640,1055,21,1000,1000,32000,hastings.edu
"Bacone College",bacone-college,0.47,Muskogee,OK,0.09,1070,2913,38668,873,15,1000,0,15000,bacone.edu
"Lake Erie College",lake-erie-college,0.64,Painesville,OH,0.48,757,2581,38696,,,1000,1000,31000,lec.edu
"Jefferson College of Health Sciences",jefferson-college-of-health-sciences,0.28,Roanoke,VA,0.41,207,4784,38724,1010,19,1000,1000,11000,radford.edu
"Wiley College",wiley-college,,Marshall,TX,0.31,,1473,38752,,,1000,1000,13000,wileyc.edu
"Albright College",albright-college,0.82,Reading,PA,0.6,289,3589,38780,,,2000,2000,26000,albright.edu
"Erikson Institute",erikson-institute,,Chicago,IL,,,3821,38808,,,1000,,,erikson.edu
"East Stroudsburg University of Pennsylvania",east-stroudsburg-university-of-pennsylvania,0.91,"East Stroudsburg",PA,0.5,498,3527,38836,1005,19,6000,5000,11000,esu.edu
"Five Towns College",five-towns-college,0.47,"Dix Hills",NY,0.46,155,3831,38864,,,1000,1000,24000,ftc.edu
"University of Wisconsin–Green Bay","university-of-wisconsin–green-bay",0.9,"Green Bay",WI,0.57,1386,3614,38920,,,6000,6000,8000,uwgb.edu
"Dixie State University",dixie-state-university,,"Saint George",UT,0.35,,3929,38948,,,7000,7000,5000,dixie.edu
"Notre Dame College",notre-dame-college,0.87,Cleveland,OH,0.43,930,4038,2767,1000,18,1000,1000,30000,notredamecollege.edu
"California State University, Monterey Bay","california-state-university,-monterey-bay",0.86,Seaside,CA,0.6,578,3541,39004,1062,20,7000,6000,7000,monterey.edu
"University of St. Thomas School of Law",university-of-st.-thomas-school-of-law,,,,,,4876,39032,,,,,,
"LeTourneau University",letourneau-university,0.56,Longview,TX,0.57,202,3563,39060,1200,25,2000,2000,31000,letu.edu
"Remington College",remington-college,,,,,,3736,39088,,,,,,
"State University of New York at Potsdam",state-university-of-new-york-at-potsdam,0.72,Potsdam,NY,0.5,,3349,39116,,,4000,3000,9000,potsdam.edu
"Reinhardt University",reinhardt-university,0.99,Waleska,GA,0.35,416,4023,39144,1075,22,1000,1000,24000,reinhardt.edu
"Pennsylvania College of Technology",pennsylvania-college-of-technology,,Williamsport,PA,0.47,,4137,39172,,,5000,5000,17000,pct.edu
"Eleanor Roosevelt College",eleanor-roosevelt-college,,,,,,4864,39200,,,,,,
"Minot State University",minot-state-university,0.77,Minot,ND,0.55,127,3770,40629,1025,20,3000,2000,8000,minotstateu.edu
"University of Wisconsin Colleges",university-of-wisconsin-colleges,,,,,,2902,40658,,,,,,uwc.edu
"NewSchool of Architecture and Design",newschool-of-architecture-and-design,0.95,"San Diego",CA,0.4,969,5411,40687,,,1000,0,28000,newschoolarch.edu
WyoTech,wyotech,,,,,,5481,40716,,,,,,
"Maryville University",maryville-university,0.95,"Saint Louis",MO,0.75,991,3455,40745,1145,22,8000,3000,28000,maryville.edu
"Eagle Gate College",eagle-gate-college,,,,,,5310,40774,,,,,,
"University of Maine School of Law",university-of-maine-school-of-law,,,,,,4195,40803,,,,,,
"Immaculata University",immaculata-university,0.82,Immaculata,PA,0.7,629,3422,40832,1050,21,2000,1000,27000,immaculata.edu
"Judson University",judson-university,0.57,Elgin,IL,0.61,1317,3810,40861,990,22,1000,1000,30000,judsonu.edu
"College of Mount Saint Vincent",college-of-mount-saint-vincent,0.93,Bronx,NY,0.63,621,2607,40890,1010,20,2000,2000,41000,mountsaintvincent.edu
"Cornerstone University",cornerstone-university,0.87,"Grand Rapids",MI,0.65,373,3552,40919,1070,22,2000,2000,25000,cornerstone.edu
"Misericordia University",misericordia-university,0.83,Dallas,PA,0.74,1180,4174,40948,1135,24,2000,2000,35000,misericordia.edu
"Southern College of Optometry",southern-college-of-optometry,,Memphis,TN,,,4050,40977,,,,,,sco.edu
"Dakota State University",dakota-state-university,0.84,Madison,SD,0.49,1337,3757,41006,1137,22,2000,2000,10000,dsu.edu
"Massachusetts College of Liberal Arts",massachusetts-college-of-liberal-arts,0.88,"North Adams",MA,0.53,274,3630,41035,1065,22,1000,1000,11000,mcla.edu
"Virginia Theological Seminary",virginia-theological-seminary,,,,,,2464,41064,,,,,,
"Philander Smith College",philander-smith-college,,"Little Rock",AR,0.34,,2460,41093,,,1000,1000,13000,philander.edu
"American Sentinel University",american-sentinel-university,,Aurora,CO,,,4706,41122,,,2000,1000,11000,americansentinel.edu
"Western New England University School of Law",western-new-england-university-school-of-law,,,,,,4511,41151,,,,,,
"Anna Maria College",anna-maria-college,0.86,Paxton,MA,0.5,747,4539,41180,,,1000,1000,39000,annamaria.edu
"Flagler College",flagler-college,0.56,"Saint Augustine",FL,0.58,,4017,41209,,,3000,3000,20000,flagler.edu
"Wyoming Catholic College",wyoming-catholic-college,,,,,,3898,41238,,,,,,
"East Los Angeles College",east-los-angeles-college,,"Monterey Park",CA,0.33,,4004,41267,,,18000,18000,1000,elac.edu
"S.J. Quinney College of Law",s.j.-quinney-college-of-law,,,,,,3886,41296,,,,,,
"Wartburg College",wartburg-college,0.72,Waverly,IA,0.68,250,3677,41325,1130,23,2000,2000,44000,wartburg.edu
"Maseeh College of Engineering and Computer Science",maseeh-college-of-engineering-and-computer-science,,,,,,4212,41354,,,,,,
"Edward Via College of Osteopathic Medicine",edward-via-college-of-osteopathic-medicine,,Blacksburg,VA,,,4583,41383,,,,,,vcom.edu
"Marywood University",marywood-university,0.82,Scranton,PA,0.71,886,3491,41412,1095,25,3000,2000,36000,marywood.edu
"Salt Lake Community College",salt-lake-community-college,,"Salt Lake City",UT,0.26,,3974,41441,,,17000,17000,4000,slcc.edu
"Florida State College at Jacksonville",florida-state-college-at-jacksonville,,Jacksonville,FL,0.4,,3548,41470,,,17000,17000,3000,fscj.edu
"Maharishi International University",maharishi-international-university,1.0,Fairfield,IA,0.43,,4519,41499,,,2000,0,17000,mum.edu
"Boston State College",boston-state-college,,,,,,3529,41528,,,,,,
"Dominican School of Philosophy and Theology",dominican-school-of-philosophy-and-theology,,Berkeley,CA,,,3284,41557,,,1000,,,dspt.edu
"San Francisco Theological Seminary",san-francisco-theological-seminary,,"San Anselmo",CA,,,3185,41586,,,1000,,,sfts.edu
"Millersville University of Pennsylvania",millersville-university-of-pennsylvania,0.85,Millersville,PA,0.56,805,3009,41615,,,7000,6000,12000,millersville.edu
"Rutgers University–Newark","rutgers-university–newark",0.74,Newark,NJ,0.65,363,3948,41644,1110,22,11000,9000,15000,rutgers.edu
"Tyler Junior College",tyler-junior-college,,Tyler,TX,0.22,,3985,41673,,,9000,9000,4000,www.tjc.edu
"Notre Dame of Maryland University",notre-dame-of-maryland-university,0.62,Baltimore,MD,0.49,518,3274,41702,1020,21,1000,1000,38000,ndm.edu
"Brigham Young University–Hawaii","brigham-young-university–hawaii",0.75,Laie,HI,0.67,121,3871,41731,1170,24,4000,4000,6000,byuh.edu
"Charter Oak State College",charter-oak-state-college,,"New Britain",CT,,,3811,41760,,,1000,1000,9000,charteroak.edu
"Irvine Valley College",irvine-valley-college,,Irvine,CA,0.51,,4813,41789,,,9000,9000,1000,ivc.edu
"Antioch University Los Angeles",antioch-university-los-angeles,,,,,,2935,41818,,,,,,
"Pima Community College",pima-community-college,,Tucson,AZ,0.18,,4214,41847,,,13000,13000,2000,pima.edu
"Tennessee Temple University",tennessee-temple-university,,,,,,3180,41876,,,,,,
"Southwest Baptist University",southwest-baptist-university,0.73,Bolivar,MO,0.48,673,3602,41905,1027,22,2000,2000,25000,sbuniv.edu
"Alma College",alma-college,0.67,Alma,MI,0.71,,1821,41934,1130,22,2000,2000,41000,alma.edu
"Pensacola Christian College",pensacola-christian-college,,,,,,3796,41963,,,,,,pcci.edu
"Wingate University",wingate-university,0.73,Wingate,NC,0.49,1100,3638,41992,1030,20,3000,3000,36000,wingate.edu
"Thiel College",thiel-college,0.84,Greenville,PA,0.49,512,3778,42021,1020,19,1000,1000,33000,thiel.edu
"Apollos University",apollos-university,,,,,,6623,42050,,,,,,
"Capitol Technology University",capitol-technology-university,0.84,Laurel,MD,0.48,660,3531,43530,1125,22,1000,0,26000,captechu.edu
"New Orleans University",new-orleans-university,,,,,,2289,43560,,,,,,
"Mt. San Antonio College",mt.-san-antonio-college,,Walnut,CA,0.36,,4357,43590,,,20000,20000,1000,mtsac.edu
"University of Advancing Technology",university-of-advancing-technology,0.81,Tempe,AZ,0.4,869,4086,43620,,,1000,1000,16000,uat.edu
"McCormick Theological Seminary",mccormick-theological-seminary,,Chicago,IL,,,2342,43650,,,1000,,,mccormick.edu
"Wayland Baptist University",wayland-baptist-university,0.81,Plainview,TX,0.25,,3639,4278,970,19,4000,3000,23000,wbu.edu
"Framingham State University",framingham-state-university,0.79,Framingham,MA,0.61,424,2106,43710,1045,22,5000,4000,11000,framingham.edu
"Boston Architectural College",boston-architectural-college,,Boston,MA,0.33,,2669,43740,,,1000,0,24000,the-bac.edu
"Saginaw Valley State University",saginaw-valley-state-university,0.89,"University Center",MI,0.48,679,3612,43770,1085,22,7000,7000,11000,svsu.edu
"Angelina College",angelina-college,,Lufkin,TX,0.25,,3579,43800,,,3000,3000,4000,angelina.edu
"The Chicago School of Professional Psychology",the-chicago-school-of-professional-psychology,,,,,,4625,43830,,,,,,
"Concord Law School",concord-law-school,,,,,,4522,43860,,,,,,
"Our Lady of the Lake University",our-lady-of-the-lake-university,0.74,"San Antonio",TX,0.38,990,3073,43890,985,18,3000,1000,29000,ollusa.edu
"Penn State Law",penn-state-law,,Carlisle,PA,,,4976,43920,,,,,,psu.edu
"Dominican University",dominican-university,0.76,"River Forest",IL,0.63,371,4084,43950,1100,22,3000,2000,34000,dom.edu
"Brightwood College",brightwood-college,,,,,,5574,43980,,,,,,
"Lynn University",lynn-university,0.79,"Boca Raton",FL,0.59,543,4128,44010,1075,23,3000,2000,39000,lynn.edu
"Shorter University",shorter-university,0.71,Rome,GA,0.43,1041,4320,44040,1030,20,1000,1000,22000,shorter.edu
"Bakersfield College",bakersfield-college,,Bakersfield,CA,0.21,,4579,44100,,,15000,15000,1000,bakersfieldcollege.edu
"Pontifical Catholic University of Puerto Rico",pontifical-catholic-university-of-puerto-rico,0.91,Ponce,PR,0.45,,2447,44130,,,6000,5000,6000,pucpr.edu
"Hebrew Theological College",hebrew-theological-college,0.75,Skokie,IL,0.07,253,3080,44160,,,1000,0,13000,htc.edu
"West Virginia Wesleyan College",west-virginia-wesleyan-college,0.66,Buckhannon,WV,0.55,738,3097,44190,1030,21,1000,1000,32000,wvwc.edu
"University of Atlanta",university-of-atlanta,,,,,,5946,44220,,,,,,
"Hudson Valley Community College",hudson-valley-community-college,,Troy,NY,0.32,,3966,44250,,,7000,7000,6000,hvcc.edu
"Midland University",midland-university,0.51,Fremont,NE,0.44,1322,3901,44280,1035,21,1000,1000,34000,midlandu.edu
"Northwestern Polytechnic University",northwestern-polytechnic-university,0.38,Fremont,CA,0.33,,4307,44310,,,1000,0,9000,npu.edu
"Midwestern Baptist Theological Seminary",midwestern-baptist-theological-seminary,0.97,"Kansas City",MO,0.4,482,5005,44340,1115,22,1000,0,9000,mbts.edu
"Salmon P. Chase College of Law",salmon-p.-chase-college-of-law,,,,,,3669,44370,,,,,,
"Spring Arbor University",spring-arbor-university,0.63,"Spring Arbor",MI,0.65,877,4231,44400,1097,23,3000,1000,30000,arbor.edu
"University of Northern Virginia",university-of-northern-virginia,,,,,,5905,44430,,,,,,
"Edward Waters College",edward-waters-college,0.57,Jacksonville,FL,0.28,619,4036,44460,924,16,2000,2000,15000,ewc.edu
"Naugatuck Valley Community College",naugatuck-valley-community-college,,Waterbury,CT,0.16,,4622,44490,,,4000,4000,5000,nv.edu
"International Education Corporation",international-education-corporation,,,,,,5497,44520,,,,,,
"Florida Coastal School of Law",florida-coastal-school-of-law,,Jacksonville,FL,,,4919,44550,,,,,,fcsl.edu
"Massachusetts Maritime Academy",massachusetts-maritime-academy,0.92,"Buzzards Bay",MA,0.85,186,3293,44580,1100,21,2000,2000,10000,maritime.edu
"Coleman University",coleman-university,,,,,,4792,44610,,,,,,
"Broadview University",broadview-university,,"West Jordan",UT,0.24,,5640,44640,,,1000,0,17000,broadviewuniversity.edu
"Ralston College",ralston-college,,,,,,4238,44670,,,,,,
"Houston Community College",houston-community-college,,Houston,TX,0.17,,4514,44700,,,34000,34000,4000,hccs.edu
"College of St. Scholastica",college-of-st.-scholastica,0.73,Duluth,MN,0.69,582,4430,44730,,,4000,3000,38000,css.edu
"St. Norbert College",st.-norbert-college,0.84,"De Pere",WI,0.73,418,4021,44760,1155,24,2000,2000,40000,snc.edu
"Hinds Community College",hinds-community-college,,Raymond,MS,0.39,,3483,44790,,,10000,10000,3000,hindscc.edu
"San Joaquin Delta College",san-joaquin-delta-college,,Stockton,CA,0.29,,4491,44820,,,12000,12000,1000,deltacollege.edu
"Garrett College",garrett-college,,McHenry,MD,0.27,,5289,44850,,,1000,0,8000,garrettcollege.edu
"ASA College",asa-college,,Brooklyn,NY,0.29,,6053,44880,,,4000,4000,13000,asa.edu
"Appalachian School of Law",appalachian-school-of-law,,Grundy,VA,,,4496,44910,,,,,,asl.edu
"Emory and Henry College",emory-and-henry-college,0.75,Emory,VA,0.54,835,1849,44940,1065,21,1000,1000,35000,ehc.edu
"Mesa Community College",mesa-community-college,,Mesa,AZ,0.18,,4193,44970,,,12000,12000,2000,mesacc.edu
"Centenary College of Louisiana",centenary-college-of-louisiana,0.64,Shreveport,LA,0.56,1451,2603,45000,1155,25,1000,1000,37000,centenary.edu
"Lyndon State College",lyndon-state-college,,,,,,4000,46531,,,,,,lyndonstate.edu
"Calvin Theological Seminary",calvin-theological-seminary,,"Grand Rapids",MI,,,2312,46562,,,1000,,,calvinseminary.edu
"Mississippi College School of Law",mississippi-college-school-of-law,,,,,,4266,46593,,,,,,
"Howard Payne University",howard-payne-university,0.49,Brownwood,TX,0.4,939,1472,46624,1025,21,1000,1000,29000,hputx.edu
"Olivet University",olivet-university,,,,,,5680,46655,,,,,,
"Southern Vermont College",southern-vermont-college,,Bennington,VT,,684,4905,46686,,,,,,svc.edu
"School of the Museum of Fine Arts at Tufts",school-of-the-museum-of-fine-arts-at-tufts,,,,,,1438,46717,,,,,,
"Camden County College",camden-county-college,,Blackwood,NJ,0.21,,4797,46748,,,7000,7000,4000,camdencc.edu
"Peninsula College",peninsula-college,,"Port Angeles",WA,0.46,,4925,46779,,,2000,2000,4000,pencol.edu
"Paul Smith's College","paul-smith's-college",0.67,"Paul Smiths",NY,0.55,596,3820,46810,,,1000,1000,29000,paulsmiths.edu
"Victory University",victory-university,,,,,,4846,46841,,,,,,
"Johnson State College",johnson-state-college,0.76,Johnson,VT,0.44,,3643,46872,,,2000,2000,12000,northernvermont.edu
"United Theological Seminary",united-theological-seminary,,Dayton,OH,,,3698,46903,,,1000,,,united.edu
"Wesley College",wesley-college,0.59,Dover,DE,0.32,243,3028,4035,940,15,1000,1000,27000,wesley.edu
"Northern New Mexico College",northern-new-mexico-college,,Espanola,NM,0.31,,4359,46965,,,1000,1000,5000,nnmc.edu
"Paine College",paine-college,0.75,Augusta,GA,0.08,617,4237,46996,870,15,1000,0,16000,paine.edu
"Colgate Rochester Crozer Divinity School",colgate-rochester-crozer-divinity-school,,Rochester,NY,,,1499,47027,,,1000,,,crcds.edu
"St. Ambrose University",st.-ambrose-university,0.74,Davenport,IA,0.64,465,3467,47058,1170,22,3000,2000,32000,sau.edu
"Phillips University",phillips-university,,,,,,3265,47089,,,,,,phillips.edu
"Olin College",olin-college,0.16,Needham,MA,0.94,59,3896,47120,1510,34,1000,0,53000,olin.edu
"Fresno City College",fresno-city-college,,Fresno,CA,0.23,,4120,47151,,,15000,15000,1000,fresnocitycollege.edu
"Waynesburg University",waynesburg-university,0.9,Waynesburg,PA,0.65,504,3420,47182,1050,20,2000,1000,26000,waynesburg.edu
"University of Washington Tacoma",university-of-washington-tacoma,0.86,Tacoma,WA,0.6,1027,4316,47213,1085,20,5000,5000,12000,uw.edu
"University of Santa Monica",university-of-santa-monica,,,,,,5093,47244,,,,,,
"Mount Ida College",mount-ida-college,,,,,,3742,47275,,,,,,
"Alvin Community College",alvin-community-college,,Alvin,TX,0.3,,4091,47306,,,4000,4000,3000,alvincollege.edu
"Chadron State College",chadron-state-college,,Chadron,NE,0.42,,3791,47337,,,2000,2000,7000,csc.edu
"Monmouth County Vocational School District",monmouth-county-vocational-school-district,,Freehold,NJ,0.8,,5773,47368,,,1000,0,,
"College of Saint Mary",college-of-saint-mary,0.5,Omaha,NE,0.61,170,4666,47399,,,1000,1000,21000,csm.edu
"Luther Seminary",luther-seminary,,"Saint Paul",MN,,,3140,47430,,,1000,,,luthersem.edu
